"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","GeneList","Dataset","Regulation","Source"
"R-DME-8854050","FBXL7 down-regulates AURKA during mitotic entry and in early mitosis","37/1367","53/4391",6.63873979125036e-09,8.81349937803928e-08,5.9519736059486e-08,"34999/42802/36638/41531/34359/31014/43449/36951/40639/39628/39855/40174/36018/31016/32584/31567/45269/33105/326237/34420/32274/35742/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/42641/46058",37,"Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Roc1a, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, SkpA, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Cul1, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, Prosbeta1","OSNs","down","Reactome"
"R-DME-3858494","Beta-catenin independent WNT signaling","61/1367","105/4391",6.89206298655538e-09,8.99472627058922e-08,6.07436059831999e-08,"32537/33211/43769/34999/43828/42802/46456/32544/36638/36104/34367/41531/31151/34359/39916/36775/35881/43449/38831/36951/40639/53554/39628/37405/39855/40174/36329/36018/45307/45234/32584/31567/45269/33105/326237/34420/32274/41079/40717/42525/42805/38146/40221/32987/37378/37894/33629/32047/39845/33738/42828/41140/40090/35701/38456/40388/42641/32752/33752/42465/46058",61,"Chc, AP-2alpha, pan, Prosbeta4, CaMKII, Rpn9, CanB2, Gbeta13F, Rpn6, Galphao, Ror, Prosalpha2, arm, Prosalpha6, TpnC73F, Rho1, Ggamma1, Rpn2, Rac2, Prosalpha5, Prosbeta7, krz, Prosbeta2, CG9406, Prosbeta6, Rpn1, Cam, Prosalpha7, fz, Ggamma30A, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, AP-2sigma, Rpt5, Rac1, Clc, AP-1-2beta, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Ras85D, fz2, Rpt1, Ubi-p63E, Rpn10, Rpn7, par-6, TpnC25D, CG17272, Prosbeta1","OSNs","down","Reactome"
"R-DME-174084","Autodegradation of Cdh1 by Cdh1:APC/C","40/1367","60/4391",1.2952514857738e-08,1.66223940674305e-07,1.12255128767063e-07,"45906/34999/42802/36638/41531/34359/42753/43449/36951/40639/39628/39855/40174/41785/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/42641/32751/34487/46058/44118",40,"mr, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Cdc16, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, eff, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, CG8188, Ubc2, Prosbeta1, vih","OSNs","down","Reactome"
"R-DME-69615","G1/S DNA Damage Checkpoints","38/1367","56/4391",1.43083891865368e-08,1.80614093010383e-07,1.21973153721297e-07,"39340/34993/34999/42802/36638/41531/34359/43449/36951/40639/39628/39855/40174/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/36001/42641/42453/46058",38,"CycA, grp, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, dap, Rpn7, Cdk2, Prosbeta1","OSNs","down","Reactome"
"R-DME-8941858","Regulation of RUNX3 expression and activity","36/1367","52/4391",1.52003131769191e-08,1.82313624026828e-07,1.23120888953183e-07,"34999/42802/36638/41531/34359/43449/36951/40639/39628/39855/43804/40174/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42805/37378/37894/33629/32047/39845/33738/43856/42828/35701/38456/40388/42641/46058",36,"Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, mav, Rpn1, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, nej, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, Prosbeta1","OSNs","down","Reactome"
"R-DME-69601","Ubiquitin Mediated Degradation of Phosphorylated Cdc25A","35/1367","50/4391",1.53901111191478e-08,1.82313624026828e-07,1.23120888953183e-07,"34993/34999/42802/36638/41531/34359/43449/36951/40639/39628/39855/40174/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/42641/46058",35,"grp, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, Prosbeta1","OSNs","down","Reactome"
"R-DME-69610","p53-Independent DNA Damage Response","35/1367","50/4391",1.53901111191478e-08,1.82313624026828e-07,1.23120888953183e-07,"34993/34999/42802/36638/41531/34359/43449/36951/40639/39628/39855/40174/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/42641/46058",35,"grp, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, Prosbeta1","OSNs","down","Reactome"
"R-DME-69613","p53-Independent G1/S DNA damage checkpoint","35/1367","50/4391",1.53901111191478e-08,1.82313624026828e-07,1.23120888953183e-07,"34993/34999/42802/36638/41531/34359/43449/36951/40639/39628/39855/40174/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/42641/46058",35,"grp, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, Prosbeta1","OSNs","down","Reactome"
"R-DME-4086400","PCP/CE pathway","47/1367","76/4391",2.56139736703532e-08,2.98829692820788e-07,2.01807065281571e-07,"32537/33211/34999/42802/36638/34367/41531/34359/36775/43449/38831/36951/40639/53554/39628/39855/40174/36018/45307/32584/31567/45269/33105/326237/34420/32274/41079/40717/42525/42805/38146/40221/32987/37378/37894/33629/32047/39845/33738/42828/40090/35701/38456/40388/42641/32752/46058",47,"Chc, AP-2alpha, Prosbeta4, Rpn9, Rpn6, Ror, Prosalpha2, Prosalpha6, Rho1, Rpn2, Rac2, Prosalpha5, Prosbeta7, krz, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, fz, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, AP-2sigma, Rpt5, Rac1, Clc, AP-1-2beta, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, fz2, Rpt1, Ubi-p63E, Rpn10, Rpn7, par-6, Prosbeta1","OSNs","down","Reactome"
"R-DME-69202","Cyclin E associated events during G1/S transition ","39/1367","59/4391",2.83578778826092e-08,3.25903969695658e-07,2.20090992521743e-07,"39340/34999/42802/36638/41531/34359/43449/36951/40639/39628/39855/40174/36018/31016/32584/31567/45269/33105/326237/34420/32274/35742/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/36001/42641/42453/46058",39,"CycA, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, SkpA, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Cul1, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, dap, Rpn7, Cdk2, Prosbeta1","OSNs","down","Reactome"
"R-DME-202424","Downstream TCR signaling","34/1367","49/4391",3.53132401024341e-08,3.99870512924621e-07,2.70042424312731e-07,"43991/34999/42802/36638/41531/34359/43449/36951/40639/39628/39855/40174/36018/32584/31567/45269/33105/32274/41079/40717/42805/34969/37378/37894/32047/39845/33738/42828/35701/40388/42641/38017/41087/46058",34,"Pten, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, REG, Prosbeta3, Rpn5, Rpt5, cact, Prosalpha3, Rpn8, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Rpn10, Rpn7, Pdk1, Rel, Prosbeta1","OSNs","down","Reactome"
"R-DME-174184","Cdc20:Phospho-APC/C mediated degradation of Cyclin A","43/1367","68/4391",3.95231042866871e-08,4.41054931894914e-07,2.97855278682279e-07,"39340/45906/34999/42802/36638/41531/34359/42753/43449/36951/40639/39628/39855/40174/41785/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/35522/42641/32751/34411/34487/46058/44118",43,"CycA, mr, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Cdc16, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, eff, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, BubR1, Rpn7, CG8188, Cdk1, Ubc2, Prosbeta1, vih","OSNs","down","Reactome"
"R-DME-453274","Mitotic G2-G2/M phases","47/1367","77/4391",4.61921347463006e-08,5.08113482209307e-07,3.43141572401091e-07,"39340/34167/34999/42802/40232/36638/41531/34359/31014/45959/47877/43449/36951/40639/39628/39855/40174/36018/31016/32584/31567/45269/33105/2768940/326237/34420/32274/35742/41079/40717/42550/42805/37378/37894/33629/32047/39845/33738/42828/44289/35701/38456/40388/42641/42453/34411/46058",47,"CycA, emb, Prosbeta4, Rpn9, polo, Rpn6, Prosalpha2, Prosalpha6, Roc1a, mts, tws, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, SkpA, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Pp2A-29B, Ubi-p5E, RpS27A, REG, Cul1, Prosbeta3, Rpn5, E2f1, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, flw, Rpt1, Ubi-p63E, Rpn10, Rpn7, Cdk2, Cdk1, Prosbeta1","OSNs","down","Reactome"
"R-DME-174154","APC/C:Cdc20 mediated degradation of Securin","40/1367","62/4391",5.24018338925379e-08,5.60408501350752e-07,3.78457689223885e-07,"45906/34999/42802/36638/41531/34359/42753/43449/36951/40639/39628/39855/40174/41785/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/42641/32751/34487/46058/44118",40,"mr, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Cdc16, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, eff, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, CG8188, Ubc2, Prosbeta1, vih","OSNs","down","Reactome"
"R-DME-2467813","Separation of Sister Chromatids","40/1367","62/4391",5.24018338925379e-08,5.60408501350752e-07,3.78457689223885e-07,"45906/34999/42802/36638/41531/34359/42753/43449/36951/40639/39628/39855/40174/41785/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/42641/32751/34487/46058/44118",40,"mr, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Cdc16, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, eff, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, CG8188, Ubc2, Prosbeta1, vih","OSNs","down","Reactome"
"R-DME-69656","Cyclin A:Cdk2-associated events at S phase entry","39/1367","60/4391",5.69678377859404e-08,6.00893631440741e-07,4.05798296557384e-07,"39340/34999/42802/36638/41531/34359/43449/36951/40639/39628/39855/40174/36018/31016/32584/31567/45269/33105/326237/34420/32274/35742/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/36001/42641/42453/46058",39,"CycA, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, SkpA, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Cul1, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, dap, Rpn7, Cdk2, Prosbeta1","OSNs","down","Reactome"
"R-DME-176814","Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins","44/1367","71/4391",6.58944930115708e-08,6.78100428476007e-07,4.57937951698083e-07,"39340/45906/34999/42802/40232/36638/41531/34359/42753/43449/36951/40639/39628/39855/40174/41785/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/35522/42641/32751/34411/34487/46058/44118",44,"CycA, mr, Prosbeta4, Rpn9, polo, Rpn6, Prosalpha2, Prosalpha6, Cdc16, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, eff, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, BubR1, Rpn7, CG8188, Cdk1, Ubc2, Prosbeta1, vih","OSNs","down","Reactome"
"R-DME-4608870","Asymmetric localization of PCP proteins","37/1367","56/4391",6.60487430333773e-08,6.78100428476007e-07,4.57937951698083e-07,"34999/42802/36638/41531/34359/43449/36951/40639/39628/39855/40174/36018/45307/32584/31567/45269/33105/326237/34420/32274/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/40090/35701/38456/40388/42641/32752/46058",37,"Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, fz, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, fz2, Rpt1, Ubi-p63E, Rpn10, Rpn7, par-6, Prosbeta1","OSNs","down","Reactome"
"R-DME-179419","APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint","43/1367","69/4391",7.37206918102971e-08,7.46907009130642e-07,5.04404733438875e-07,"39340/45906/34999/42802/36638/41531/34359/42753/43449/36951/40639/39628/39855/40174/41785/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/35522/42641/32751/34411/34487/46058/44118",43,"CycA, mr, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Cdc16, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, eff, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, BubR1, Rpn7, CG8188, Cdk1, Ubc2, Prosbeta1, vih","OSNs","down","Reactome"
"R-DME-202403","TCR signaling","34/1367","50/4391",7.76498891919178e-08,7.62429234826906e-07,5.14887275467521e-07,"43991/34999/42802/36638/41531/34359/43449/36951/40639/39628/39855/40174/36018/32584/31567/45269/33105/32274/41079/40717/42805/34969/37378/37894/32047/39845/33738/42828/35701/40388/42641/38017/41087/46058",34,"Pten, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, REG, Prosbeta3, Rpn5, Rpt5, cact, Prosalpha3, Rpn8, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Rpn10, Rpn7, Pdk1, Rel, Prosbeta1","OSNs","down","Reactome"
"R-DME-4641257","Degradation of AXIN","34/1367","50/4391",7.76498891919178e-08,7.62429234826906e-07,5.14887275467521e-07,"34999/42802/36638/41531/34359/43449/36951/40639/39628/39855/40174/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/42641/46058",34,"Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, Prosbeta1","OSNs","down","Reactome"
"R-DME-1236975","Antigen processing-Cross presentation","30/1367","42/4391",8.17823233719983e-08,7.62429234826906e-07,5.14887275467521e-07,"34999/42802/36638/41531/34359/43449/36951/40639/39628/39855/40174/36018/32584/31567/45269/33105/32274/41079/40717/42805/37378/37894/32047/39845/33738/42828/35701/40388/42641/46058",30,"Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Rpn10, Rpn7, Prosbeta1","OSNs","down","Reactome"
"R-DME-1236978","Cross-presentation of soluble exogenous antigens (endosomes)","30/1367","42/4391",8.17823233719983e-08,7.62429234826906e-07,5.14887275467521e-07,"34999/42802/36638/41531/34359/43449/36951/40639/39628/39855/40174/36018/32584/31567/45269/33105/32274/41079/40717/42805/37378/37894/32047/39845/33738/42828/35701/40388/42641/46058",30,"Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Rpn10, Rpn7, Prosbeta1","OSNs","down","Reactome"
"R-DME-209449","Toll pathway","32/1367","46/4391",8.20278009174723e-08,7.62429234826906e-07,5.14887275467521e-07,"34387/34999/42802/36638/41531/34359/45815/43449/36951/40639/39628/39855/40174/36018/32584/33105/43256/41079/40717/42805/34969/37894/32047/39102/39845/33738/42828/35701/40388/50428/42641/43222",32,"Usp14, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Spn27A, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt6, spz, Prosbeta3, Rpn5, Rpt5, cact, Rpn8, Rpt3, Uch-L5, Rpn12, Rpn11, Rpt2, Rpt1, Rpn10, Sem1, Rpn7, Tl","OSNs","down","Reactome"
"R-DME-5632684","Hedgehog 'on' state","42/1367","67/4391",8.21839305073158e-08,7.62429234826906e-07,5.14887275467521e-07,"43767/33196/34999/42802/36638/41531/34359/31014/34896/43449/36951/40639/39628/39855/40174/36018/32221/32584/31567/45269/33105/326237/34420/41704/32274/3355013/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/42641/34263/46058",42,"ci, smo, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Roc1a, Cul3, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, CkIalpha, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, rdx, REG, Gprk1, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, numb, Prosbeta1","OSNs","down","Reactome"
"R-DME-69017","CDK-mediated phosphorylation and removal of Cdc6","42/1367","67/4391",8.21839305073158e-08,7.62429234826906e-07,5.14887275467521e-07,"39340/45906/34999/42802/36638/41531/34359/42753/43449/36951/40639/39628/39855/40174/41785/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/42641/42453/32751/34487/46058/44118",42,"CycA, mr, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Cdc16, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, eff, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, Cdk2, CG8188, Ubc2, Prosbeta1, vih","OSNs","down","Reactome"
"R-DME-5689603","UCH proteinases","46/1367","76/4391",9.28318124612037e-08,8.50958280894367e-07,5.74673124759833e-07,"43788/43819/35486/31521/34999/37368/42802/36638/41531/35151/34359/43449/36951/40639/39628/48632/39855/40174/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42805/35490/37378/37894/33629/32047/39102/39845/33738/42828/35701/38456/40388/42641/33397/36545/50403/46058",46,"Hcf, pho, sxc, Act5C, Prosbeta4, Act57B, Rpn9, Rpn6, Prosalpha2, Nedd8, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Act87E, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, CG10395, Prosalpha3, Rpn8, RpL40, Rpt3, Uch-L5, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, Uch, Rpn13, CG12659, Prosbeta1","OSNs","down","Reactome"
"R-DME-176409","APC/C:Cdc20 mediated degradation of mitotic proteins","43/1367","70/4391",1.34342329172194e-07,1.21698345250105e-06,8.21858954935776e-07,"39340/45906/34999/42802/36638/41531/34359/42753/43449/36951/40639/39628/39855/40174/41785/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/35522/42641/32751/34411/34487/46058/44118",43,"CycA, mr, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Cdc16, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, eff, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, BubR1, Rpn7, CG8188, Cdk1, Ubc2, Prosbeta1, vih","OSNs","down","Reactome"
"R-DME-174178","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","41/1367","66/4391",1.69389839067188e-07,1.51662995443878e-06,1.02421763156904e-06,"45906/34999/42802/40232/36638/41531/34359/42753/43449/36951/40639/39628/39855/40174/41785/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/42641/32751/34487/46058/44118",41,"mr, Prosbeta4, Rpn9, polo, Rpn6, Prosalpha2, Prosalpha6, Cdc16, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, eff, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, CG8188, Ubc2, Prosbeta1, vih","OSNs","down","Reactome"
"R-DME-2871837","FCERI mediated NF-kB activation","32/1367","47/4391",1.80945814964363e-07,1.60147445428229e-06,1.08151521587895e-06,"34999/42802/36638/41531/34359/43449/36951/40639/39628/39855/40174/36018/32584/31567/45269/33105/32274/41079/40717/42805/34969/37378/37894/32047/39845/33738/42828/35701/40388/42641/41087/46058",32,"Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, REG, Prosbeta3, Rpn5, Rpt5, cact, Prosalpha3, Rpn8, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Rpn10, Rpn7, Rel, Prosbeta1","OSNs","down","Reactome"
