Geneid,transcript_id,transcript_symbol,gene_symbol,rGAL4_lnRi_0.7_1,rGAL4_lnRi_0.7_2,rGAL4_lnRi_0.7_3,log2FoldChange,padj,DA
FBgn0260745,FBtr0306696;FBtr0082503;FBtr0082501;FBtr0082502;FBtr0082500;FBtr0082499;FBtr0082498;FBtr0082497;FBtr0082496;FBtr0082495;FBtr0082493;FBtr0082494;FBtr0082492;FBtr0082491;FBtr0082490;FBtr0082489;FBtr0306696;FBtr0082503;FBtr0082502;FBtr0082500;FBtr0082501;FBtr0082499;FBtr0082498;FBtr0082497;FBtr0082496;FBtr0082495;FBtr0082494;FBtr0082492;FBtr0082493;FBtr0082491;FBtr0082490;FBtr0082489;FBtr0306696;FBtr0082503;FBtr0082502;FBtr0082501;FBtr0082499;FBtr0082500;FBtr0082498;FBtr0082497;FBtr0082496;FBtr0082495;FBtr0082494;FBtr0082493;FBtr0082491;FBtr0082492;FBtr0082490;FBtr0082489;FBtr0306696;FBtr0082503;FBtr0082502;FBtr0082501;FBtr0082500;FBtr0082498;FBtr0082499;FBtr0082497;FBtr0082496;FBtr0082495;FBtr0082494;FBtr0082493;FBtr0082492;FBtr0082491;FBtr0082490;FBtr0082489;FBtr0306696;FBtr0082503;FBtr0082502;FBtr0082501;FBtr0082500;FBtr0082499;FBtr0082498;FBtr0082497;FBtr0082496;FBtr0082495;FBtr0082494;FBtr0082493;FBtr0082492;FBtr0082490;FBtr0082491;FBtr0082489;FBtr0306696;FBtr0082503;FBtr0082502;FBtr0082501;FBtr0082500;FBtr0082499;FBtr0082497;FBtr0082498;FBtr0082496;FBtr0082495;FBtr0082494;FBtr0082493;FBtr0082492;FBtr0082491;FBtr0082490;FBtr0082489;FBtr0082503;FBtr0306696;FBtr0082502;FBtr0082501;FBtr0082500;FBtr0082499;FBtr0082498;FBtr0082496;FBtr0082497;FBtr0082495;FBtr0082494;FBtr0082493;FBtr0082492;FBtr0082491;FBtr0082489;FBtr0082490;FBtr0306696;FBtr0082502;FBtr0082500;FBtr0082498;FBtr0082495;FBtr0082494;FBtr0082493;FBtr0082503;FBtr0082502;FBtr0082501;FBtr0082500;FBtr0082499;FBtr0082498;FBtr0082497;FBtr0082495;FBtr0082496;FBtr0082494;FBtr0082493;FBtr0082492;FBtr0082491;FBtr0082490;FBtr0082489;FBtr0082503;FBtr0082490;FBtr0082502;FBtr0082501;FBtr0082500;FBtr0082499;FBtr0082498;FBtr0082497;FBtr0082496;FBtr0082495;FBtr0082493;FBtr0082491;FBtr0082489,mfas-RQ;mfas-RL;mfas-RN;mfas-RO;mfas-RM;mfas-RK;mfas-RJ;mfas-RI;mfas-RH;mfas-RG;mfas-RE;mfas-RF;mfas-RD;mfas-RP;mfas-RC;mfas-RB;mfas-RQ;mfas-RL;mfas-RO;mfas-RM;mfas-RN;mfas-RK;mfas-RJ;mfas-RI;mfas-RH;mfas-RG;mfas-RF;mfas-RD;mfas-RE;mfas-RP;mfas-RC;mfas-RB;mfas-RQ;mfas-RL;mfas-RO;mfas-RN;mfas-RK;mfas-RM;mfas-RJ;mfas-RI;mfas-RH;mfas-RG;mfas-RF;mfas-RE;mfas-RP;mfas-RD;mfas-RC;mfas-RB;mfas-RQ;mfas-RL;mfas-RO;mfas-RN;mfas-RM;mfas-RJ;mfas-RK;mfas-RI;mfas-RH;mfas-RG;mfas-RF;mfas-RE;mfas-RD;mfas-RP;mfas-RC;mfas-RB;mfas-RQ;mfas-RL;mfas-RO;mfas-RN;mfas-RM;mfas-RK;mfas-RJ;mfas-RI;mfas-RH;mfas-RG;mfas-RF;mfas-RE;mfas-RD;mfas-RC;mfas-RP;mfas-RB;mfas-RQ;mfas-RL;mfas-RO;mfas-RN;mfas-RM;mfas-RK;mfas-RI;mfas-RJ;mfas-RH;mfas-RG;mfas-RF;mfas-RE;mfas-RD;mfas-RP;mfas-RC;mfas-RB;mfas-RL;mfas-RQ;mfas-RO;mfas-RN;mfas-RM;mfas-RK;mfas-RJ;mfas-RH;mfas-RI;mfas-RG;mfas-RF;mfas-RE;mfas-RD;mfas-RP;mfas-RB;mfas-RC;mfas-RQ;mfas-RO;mfas-RM;mfas-RJ;mfas-RG;mfas-RF;mfas-RE;mfas-RL;mfas-RO;mfas-RN;mfas-RM;mfas-RK;mfas-RJ;mfas-RI;mfas-RG;mfas-RH;mfas-RF;mfas-RE;mfas-RD;mfas-RP;mfas-RC;mfas-RB;mfas-RL;mfas-RC;mfas-RO;mfas-RN;mfas-RM;mfas-RK;mfas-RJ;mfas-RI;mfas-RH;mfas-RG;mfas-RE;mfas-RP;mfas-RB,mfas,1843,2533,1236,2.199323837,3.33E-14,1
FBgn0036007,FBtr0333865;FBtr0333864;FBtr0076427;FBtr0333865;FBtr0333864;FBtr0076427;FBtr0333865;FBtr0333864;FBtr0076427;FBtr0333865;FBtr0333864;FBtr0076427;FBtr0333865;FBtr0333864;FBtr0076427;FBtr0333864;FBtr0076427;FBtr0333864;FBtr0333864;FBtr0076427,path-RE;path-RD;path-RA;path-RE;path-RD;path-RA;path-RE;path-RD;path-RA;path-RE;path-RD;path-RA;path-RE;path-RD;path-RA;path-RD;path-RA;path-RD;path-RD;path-RA,path,1273,1026,609,1.731201476,5.31E-14,1
FBgn0085433,FBtr0479893;FBtr0112669;FBtr0112667;FBtr0479893;FBtr0112669;FBtr0112667;FBtr0479893;FBtr0112669;FBtr0112667;FBtr0479893;FBtr0112669;FBtr0112667;FBtr0112669;FBtr0479893;FBtr0112667;FBtr0479893;FBtr0112669;FBtr0112667;FBtr0479893;FBtr0112667,CG34404-RF;CG34404-RE;CG34404-RC;CG34404-RF;CG34404-RE;CG34404-RC;CG34404-RF;CG34404-RE;CG34404-RC;CG34404-RF;CG34404-RE;CG34404-RC;CG34404-RE;CG34404-RF;CG34404-RC;CG34404-RF;CG34404-RE;CG34404-RC;CG34404-RF;CG34404-RC,CG34404,2745,2266,1504,1.776075215,5.68E-14,1
FBgn0051015,FBtr0085670,PH4alphaPV-RA,PH4alphaPV,187,81,59,4.961612379,1.27E-13,1
FBgn0044047,FBtr0333731;FBtr0303998;FBtr0070406;FBtr0303997;FBtr0303998;FBtr0333731;FBtr0070406;FBtr0303997;FBtr0333731;FBtr0303997;FBtr0303998;FBtr0070406,Ilp6-RD;Ilp6-RC;Ilp6-RA;Ilp6-RB;Ilp6-RC;Ilp6-RD;Ilp6-RA;Ilp6-RB;Ilp6-RD;Ilp6-RB;Ilp6-RC;Ilp6-RA,Ilp6,3236,3658,1711,1.920964536,1.30E-13,1
FBgn0033397,FBtr0088593,Cyp4p3-RA,Cyp4p3,171,81,59,4.914052913,1.49E-13,1
FBgn0014427,FBtr0085390,Psat-RA,Psat,2080,1794,948,1.848149878,1.66E-13,1
FBgn0050187,FBtr0473595;FBtr0473594;FBtr0473595;FBtr0473594;FBtr0473595;FBtr0473594;FBtr0473594;FBtr0473595;FBtr0473595;FBtr0473594;FBtr0473595;FBtr0473594;FBtr0473595;FBtr0473594,CG30187-RF;CG30187-RE;CG30187-RF;CG30187-RE;CG30187-RF;CG30187-RE;CG30187-RE;CG30187-RF;CG30187-RF;CG30187-RE;CG30187-RF;CG30187-RE;CG30187-RF;CG30187-RE,CG30187,423,242,153,2.317922386,1.75E-13,1
FBgn0051373,FBtr0082318,CG31373-RA,CG31373,760,392,299,2.353941035,1.85E-13,1
FBgn0034328,FBtr0086729,BomBc1-RA,BomBc1,310,238,125,9.567961276,2.02E-13,1
FBgn0051956,FBtr0333248;FBtr0114524;FBtr0114524;FBtr0333248;FBtr0333248;FBtr0114524;FBtr0333248;FBtr0114524,Pgant4-RC;Pgant4-RB;Pgant4-RB;Pgant4-RC;Pgant4-RC;Pgant4-RB;Pgant4-RC;Pgant4-RB,Pgant4,29,21,20,-2.698528052,2.02E-13,-1
FBgn0025391,FBtr0345509;FBtr0302174;FBtr0302175;FBtr0070277;FBtr0345509;FBtr0302174;FBtr0345509;FBtr0302174;FBtr0302175;FBtr0070277;FBtr0345509;FBtr0302175;FBtr0302174;FBtr0070277;FBtr0345509;FBtr0302175;FBtr0070277;FBtr0302174;FBtr0345509;FBtr0302175;FBtr0302174;FBtr0070277;FBtr0345509;FBtr0070277;FBtr0302174,Scgdelta-RE;Scgdelta-RC;Scgdelta-RD;Scgdelta-RA;Scgdelta-RE;Scgdelta-RC;Scgdelta-RE;Scgdelta-RC;Scgdelta-RD;Scgdelta-RA;Scgdelta-RE;Scgdelta-RD;Scgdelta-RC;Scgdelta-RA;Scgdelta-RE;Scgdelta-RD;Scgdelta-RA;Scgdelta-RC;Scgdelta-RE;Scgdelta-RD;Scgdelta-RC;Scgdelta-RA;Scgdelta-RE;Scgdelta-RA;Scgdelta-RC,Scgdelta,162,58,87,4.759641833,2.15E-13,1
FBgn0033320,FBtr0339345;FBtr0339344;FBtr0088725;FBtr0339345;FBtr0088725;FBtr0339344;FBtr0339345;FBtr0088725;FBtr0339344,CG8586-RC;CG8586-RB;CG8586-RA;CG8586-RC;CG8586-RA;CG8586-RB;CG8586-RC;CG8586-RA;CG8586-RB,CG8586,226,240,133,-2.084465376,2.78E-13,-1
FBgn0020416,FBtr0080860,Idgf1-RA,Idgf1,714,763,462,2.112077685,3.10E-13,1
FBgn0039798,FBtr0335451;FBtr0335452;FBtr0335452;FBtr0335451;FBtr0335452;FBtr0335451,CG11313-RC;CG11313-RD;CG11313-RD;CG11313-RC;CG11313-RD;CG11313-RC,CG11313,2015,1930,1123,1.837776373,4.62E-13,1
FBgn0034479,FBtr0305677;FBtr0342667;FBtr0342667;FBtr0342667;FBtr0086340;FBtr0305676;FBtr0342667;FBtr0305677;FBtr0305676;FBtr0086340;FBtr0342667;FBtr0305677;FBtr0305676;FBtr0086340;FBtr0342667;FBtr0305677;FBtr0305676;FBtr0086340,CG8654-RC;CG8654-RD;CG8654-RD;CG8654-RD;CG8654-RA;CG8654-RB;CG8654-RD;CG8654-RC;CG8654-RB;CG8654-RA;CG8654-RD;CG8654-RC;CG8654-RB;CG8654-RA;CG8654-RD;CG8654-RC;CG8654-RB;CG8654-RA,CG8654,2440,1337,643,2.329756565,5.40E-13,1
FBgn0036449,FBtr0300190;FBtr0075699;FBtr0075699;FBtr0300190;FBtr0075699;FBtr0300190;FBtr0075699;FBtr0300190;FBtr0075699;FBtr0300190;FBtr0075699;FBtr0300190;FBtr0075699;FBtr0300190;FBtr0075699,bmm-RB;bmm-RA;bmm-RA;bmm-RB;bmm-RA;bmm-RB;bmm-RA;bmm-RB;bmm-RA;bmm-RB;bmm-RA;bmm-RB;bmm-RA;bmm-RB;bmm-RA,bmm,939,1030,559,1.868394183,6.97E-13,1
FBgn0262722,FBtr0347198,lncRNA:CR43166-RB,lncRNA:CR43166,874,841,348,2.327070015,7.17E-13,1
FBgn0268063,FBtr0332144;FBtr0076793;FBtr0332144;FBtr0076793;FBtr0332144;FBtr0076793;FBtr0332144;FBtr0076793,ltl-RB;ltl-RA;ltl-RB;ltl-RA;ltl-RB;ltl-RA;ltl-RB;ltl-RA,ltl,1213,1586,581,2.195864909,7.18E-13,1
FBgn0041337,FBtr0077748,Cyp309a2-RA,Cyp309a2,118,76,95,3.553107524,8.51E-13,1
FBgn0028396,FBtr0083971,TotA-RA,TotA,33521,23803,17475,1.988840516,8.83E-13,1
FBgn0037163,FBtr0078508,laza-RA,laza,1290,816,500,2.035660918,9.40E-13,1
FBgn0038262,FBtr0082993,CG14857-RA,CG14857,118,96,51,4.031357703,1.10E-12,1
FBgn0032280,FBtr0080106;FBtr0345612,CG17105-RA;CG17105-RB,CG17105,82,25,23,-2.467265852,1.21E-12,-1
FBgn0013764,FBtr0072192;FBtr0072191;FBtr0072192;FBtr0072191,Chi-RB;Chi-RA;Chi-RB;Chi-RA,Chi,1680,981,730,1.739006592,1.34E-12,1
FBgn0032006,FBtr0302148;FBtr0302147;FBtr0303109;FBtr0303108;FBtr0332418;FBtr0332417;FBtr0332416;FBtr0301339;FBtr0301338;FBtr0079629;FBtr0079628;FBtr0079626;FBtr0079625;FBtr0303109;FBtr0303108;FBtr0332418;FBtr0332417;FBtr0302148;FBtr0302147;FBtr0332416;FBtr0301339;FBtr0301338;FBtr0079629;FBtr0079628;FBtr0079626;FBtr0079625;FBtr0303109;FBtr0303108;FBtr0332418;FBtr0332417;FBtr0302148;FBtr0302147;FBtr0332416;FBtr0301339;FBtr0301338;FBtr0079629;FBtr0079628;FBtr0079626;FBtr0079625;FBtr0303109;FBtr0303108;FBtr0332418;FBtr0332417;FBtr0302148;FBtr0302147;FBtr0332416;FBtr0301339;FBtr0301338;FBtr0079629;FBtr0079628;FBtr0079626;FBtr0079625;FBtr0303109;FBtr0303108;FBtr0332418;FBtr0332417;FBtr0302148;FBtr0302147;FBtr0332416;FBtr0301339;FBtr0301338;FBtr0079629;FBtr0079628;FBtr0079626;FBtr0079625;FBtr0303109;FBtr0303108;FBtr0332418;FBtr0332417;FBtr0302148;FBtr0302147;FBtr0332416;FBtr0301339;FBtr0301338;FBtr0079629;FBtr0079628;FBtr0079626;FBtr0079625;FBtr0303109;FBtr0303108;FBtr0332418;FBtr0332417;FBtr0302148;FBtr0302147;FBtr0332416;FBtr0301339;FBtr0301338;FBtr0079629;FBtr0079628;FBtr0079626;FBtr0079625;FBtr0303109;FBtr0303108;FBtr0332418;FBtr0332417;FBtr0302148;FBtr0302147;FBtr0332416;FBtr0301339;FBtr0301338;FBtr0079629;FBtr0079628;FBtr0079626;FBtr0079625;FBtr0303109;FBtr0303108;FBtr0332418;FBtr0332417;FBtr0302148;FBtr0302147;FBtr0332416;FBtr0301339;FBtr0301338;FBtr0079629;FBtr0079628;FBtr0079626;FBtr0079625;FBtr0303109;FBtr0303108;FBtr0332418;FBtr0332417;FBtr0302148;FBtr0302147;FBtr0332416;FBtr0301339;FBtr0301338;FBtr0079629;FBtr0079628;FBtr0079626;FBtr0079625;FBtr0303109;FBtr0302148;FBtr0302147;FBtr0301339;FBtr0301338;FBtr0079629;FBtr0079628;FBtr0079626;FBtr0079625;FBtr0303109;FBtr0303108;FBtr0332418;FBtr0332417;FBtr0302148;FBtr0302147;FBtr0332416;FBtr0301339;FBtr0301338;FBtr0079629;FBtr0079628;FBtr0079626;FBtr0079625;FBtr0303109;FBtr0303108;FBtr0332418;FBtr0332417;FBtr0302148;FBtr0302147;FBtr0332416;FBtr0301339;FBtr0301338;FBtr0079629;FBtr0079628;FBtr0079626;FBtr0079625;FBtr0303109;FBtr0303108;FBtr0332418;FBtr0332417;FBtr0302148;FBtr0302147;FBtr0332416;FBtr0301339;FBtr0301338;FBtr0079629;FBtr0079628;FBtr0079626;FBtr0079625;FBtr0302148;FBtr0302147;FBtr0332416;FBtr0303109;FBtr0303108;FBtr0332417;FBtr0301339;FBtr0079628;FBtr0079626;FBtr0302148;FBtr0302147;FBtr0332416;FBtr0301338;FBtr0079629;FBtr0332418;FBtr0079625;FBtr0303109;FBtr0303108;FBtr0332418;FBtr0332417;FBtr0302148;FBtr0302147;FBtr0332416;FBtr0301339;FBtr0301338;FBtr0079629;FBtr0079628;FBtr0079626;FBtr0079625;FBtr0303109;FBtr0303108;FBtr0332418;FBtr0332417;FBtr0302148;FBtr0302147;FBtr0332416;FBtr0301339;FBtr0301338;FBtr0079629;FBtr0079628;FBtr0079626;FBtr0079625;FBtr0303109;FBtr0079629;FBtr0301339;FBtr0079628;FBtr0303108;FBtr0332418;FBtr0332417;FBtr0302148;FBtr0302147;FBtr0332416;FBtr0301338;FBtr0079626;FBtr0079625,Pvr-RJ;Pvr-RI;Pvr-RL;Pvr-RK;Pvr-RO;Pvr-RN;Pvr-RM;Pvr-RH;Pvr-RG;Pvr-RE;Pvr-RD;Pvr-RB;Pvr-RA;Pvr-RL;Pvr-RK;Pvr-RO;Pvr-RN;Pvr-RJ;Pvr-RI;Pvr-RM;Pvr-RH;Pvr-RG;Pvr-RE;Pvr-RD;Pvr-RB;Pvr-RA;Pvr-RL;Pvr-RK;Pvr-RO;Pvr-RN;Pvr-RJ;Pvr-RI;Pvr-RM;Pvr-RH;Pvr-RG;Pvr-RE;Pvr-RD;Pvr-RB;Pvr-RA;Pvr-RL;Pvr-RK;Pvr-RO;Pvr-RN;Pvr-RJ;Pvr-RI;Pvr-RM;Pvr-RH;Pvr-RG;Pvr-RE;Pvr-RD;Pvr-RB;Pvr-RA;Pvr-RL;Pvr-RK;Pvr-RO;Pvr-RN;Pvr-RJ;Pvr-RI;Pvr-RM;Pvr-RH;Pvr-RG;Pvr-RE;Pvr-RD;Pvr-RB;Pvr-RA;Pvr-RL;Pvr-RK;Pvr-RO;Pvr-RN;Pvr-RJ;Pvr-RI;Pvr-RM;Pvr-RH;Pvr-RG;Pvr-RE;Pvr-RD;Pvr-RB;Pvr-RA;Pvr-RL;Pvr-RK;Pvr-RO;Pvr-RN;Pvr-RJ;Pvr-RI;Pvr-RM;Pvr-RH;Pvr-RG;Pvr-RE;Pvr-RD;Pvr-RB;Pvr-RA;Pvr-RL;Pvr-RK;Pvr-RO;Pvr-RN;Pvr-RJ;Pvr-RI;Pvr-RM;Pvr-RH;Pvr-RG;Pvr-RE;Pvr-RD;Pvr-RB;Pvr-RA;Pvr-RL;Pvr-RK;Pvr-RO;Pvr-RN;Pvr-RJ;Pvr-RI;Pvr-RM;Pvr-RH;Pvr-RG;Pvr-RE;Pvr-RD;Pvr-RB;Pvr-RA;Pvr-RL;Pvr-RK;Pvr-RO;Pvr-RN;Pvr-RJ;Pvr-RI;Pvr-RM;Pvr-RH;Pvr-RG;Pvr-RE;Pvr-RD;Pvr-RB;Pvr-RA;Pvr-RL;Pvr-RJ;Pvr-RI;Pvr-RH;Pvr-RG;Pvr-RE;Pvr-RD;Pvr-RB;Pvr-RA;Pvr-RL;Pvr-RK;Pvr-RO;Pvr-RN;Pvr-RJ;Pvr-RI;Pvr-RM;Pvr-RH;Pvr-RG;Pvr-RE;Pvr-RD;Pvr-RB;Pvr-RA;Pvr-RL;Pvr-RK;Pvr-RO;Pvr-RN;Pvr-RJ;Pvr-RI;Pvr-RM;Pvr-RH;Pvr-RG;Pvr-RE;Pvr-RD;Pvr-RB;Pvr-RA;Pvr-RL;Pvr-RK;Pvr-RO;Pvr-RN;Pvr-RJ;Pvr-RI;Pvr-RM;Pvr-RH;Pvr-RG;Pvr-RE;Pvr-RD;Pvr-RB;Pvr-RA;Pvr-RJ;Pvr-RI;Pvr-RM;Pvr-RL;Pvr-RK;Pvr-RN;Pvr-RH;Pvr-RD;Pvr-RB;Pvr-RJ;Pvr-RI;Pvr-RM;Pvr-RG;Pvr-RE;Pvr-RO;Pvr-RA;Pvr-RL;Pvr-RK;Pvr-RO;Pvr-RN;Pvr-RJ;Pvr-RI;Pvr-RM;Pvr-RH;Pvr-RG;Pvr-RE;Pvr-RD;Pvr-RB;Pvr-RA;Pvr-RL;Pvr-RK;Pvr-RO;Pvr-RN;Pvr-RJ;Pvr-RI;Pvr-RM;Pvr-RH;Pvr-RG;Pvr-RE;Pvr-RD;Pvr-RB;Pvr-RA;Pvr-RL;Pvr-RE;Pvr-RH;Pvr-RD;Pvr-RK;Pvr-RO;Pvr-RN;Pvr-RJ;Pvr-RI;Pvr-RM;Pvr-RG;Pvr-RB;Pvr-RA,Pvr,2848,2637,1513,1.596825958,1.37E-12,1
FBgn0032810,FBtr0081257;FBtr0336619;FBtr0081257;FBtr0336619;FBtr0081257;FBtr0336619,CG13077-RA;CG13077-RB;CG13077-RA;CG13077-RB;CG13077-RA;CG13077-RB,CG13077,173,168,111,2.564784635,1.57E-12,1
FBgn0033129,FBtr0089026,Tsp42Eh-RB,Tsp42Eh,249,126,88,2.83058852,1.63E-12,1
FBgn0000241,FBtr0072117;FBtr0346612;FBtr0346612;FBtr0072117;FBtr0346612;FBtr0072117;FBtr0346612;FBtr0072117;FBtr0072117;FBtr0346612;FBtr0346612;FBtr0072117;FBtr0346612;FBtr0072117;FBtr0346612;FBtr0072117;FBtr0346612;FBtr0072117,bw-RA;bw-RD;bw-RD;bw-RA;bw-RD;bw-RA;bw-RD;bw-RA;bw-RA;bw-RD;bw-RD;bw-RA;bw-RD;bw-RA;bw-RD;bw-RA;bw-RD;bw-RA,bw,141,239,107,3.008648659,2.83E-12,1
FBgn0030105,FBtr0071309;FBtr0346164;FBtr0071309;FBtr0346164,CG15369-RA;CG15369-RB;CG15369-RA;CG15369-RB,CG15369,112,179,124,-4.217044866,3.21E-12,-1
FBgn0037186,FBtr0347061;FBtr0113188;FBtr0078536;FBtr0347061;FBtr0113188;FBtr0078536;FBtr0347061;FBtr0113188;FBtr0078536;FBtr0347061;FBtr0078536;FBtr0113188,CG11241-RC;CG11241-RB;CG11241-RA;CG11241-RC;CG11241-RB;CG11241-RA;CG11241-RC;CG11241-RB;CG11241-RA;CG11241-RC;CG11241-RA;CG11241-RB,CG11241,56,40,28,-2.168172116,3.27E-12,-1
FBgn0036053,FBtr0076362;FBtr0076364;FBtr0076365;FBtr0076363;FBtr0076362;FBtr0076365;FBtr0076363;FBtr0076364;FBtr0076362;FBtr0076365;FBtr0076364;FBtr0076363;FBtr0076362;FBtr0076365;FBtr0076364;FBtr0076363;FBtr0076362;FBtr0076365;FBtr0076364;FBtr0076363;FBtr0076362;FBtr0076365;FBtr0076364;FBtr0076363;FBtr0076365;FBtr0076364;FBtr0076363;FBtr0076362;FBtr0076365;FBtr0076363,iPLA2-VIA-RA;iPLA2-VIA-RC;iPLA2-VIA-RD;iPLA2-VIA-RB;iPLA2-VIA-RA;iPLA2-VIA-RD;iPLA2-VIA-RB;iPLA2-VIA-RC;iPLA2-VIA-RA;iPLA2-VIA-RD;iPLA2-VIA-RC;iPLA2-VIA-RB;iPLA2-VIA-RA;iPLA2-VIA-RD;iPLA2-VIA-RC;iPLA2-VIA-RB;iPLA2-VIA-RA;iPLA2-VIA-RD;iPLA2-VIA-RC;iPLA2-VIA-RB;iPLA2-VIA-RA;iPLA2-VIA-RD;iPLA2-VIA-RC;iPLA2-VIA-RB;iPLA2-VIA-RD;iPLA2-VIA-RC;iPLA2-VIA-RB;iPLA2-VIA-RA;iPLA2-VIA-RD;iPLA2-VIA-RB,iPLA2-VIA,1138,762,451,1.710783907,4.05E-12,1
FBgn0001090,FBtr0074656;FBtr0074659;FBtr0074658;FBtr0074657;FBtr0074659;FBtr0074657;FBtr0074656;FBtr0074657,bnb-RB;bnb-RD;bnb-RA;bnb-RC;bnb-RD;bnb-RC;bnb-RB;bnb-RC,bnb,1439,2055,874,2.404885813,4.15E-12,1
FBgn0035358,FBtr0072949,CG14949-RA,CG14949,157,61,59,4.586495043,4.33E-12,1
FBgn0003373,FBtr0076096,Sgs3-RA,Sgs3,14,7,43,-6.451695916,7.39E-12,-1
FBgn0039648,FBtr0085389,CG14515-RA,CG14515,213,175,138,8.321965718,8.93E-12,1
FBgn0035091,FBtr0072396;FBtr0343506;FBtr0343506;FBtr0072396;FBtr0343506;FBtr0072396;FBtr0343506;FBtr0072396;FBtr0072396;FBtr0343506;FBtr0072396;FBtr0343506;FBtr0072396;FBtr0343506,bez-RA;bez-RB;bez-RB;bez-RA;bez-RB;bez-RA;bez-RB;bez-RA;bez-RA;bez-RB;bez-RA;bez-RB;bez-RA;bez-RB,bez,2024,2004,958,1.810200197,9.55E-12,1
FBgn0031791,FBtr0340167;FBtr0079243,AANATL2-RB;AANATL2-RA,AANATL2,51,30,29,-2.301210437,1.23E-11,-1
FBgn0039098,FBtr0084434,GILT3-RA,GILT3,72,41,33,-2.301188458,1.32E-11,-1
FBgn0037405,FBtr0078587,CG1077-RA,CG1077,3408,1321,977,7.483714015,1.47E-11,1
FBgn0030968,FBtr0074654;FBtr0310441;FBtr0346018;FBtr0346018;FBtr0074654;FBtr0310441,CG7322-RA;CG7322-RB;CG7322-RC;CG7322-RC;CG7322-RA;CG7322-RB,CG7322,1023,781,502,-1.719535571,1.47E-11,-1
FBgn0260462,FBtr0078823;FBtr0078822;FBtr0078823;FBtr0078822;FBtr0078823;FBtr0078822;FBtr0078823;FBtr0078822;FBtr0303994;FBtr0078823;FBtr0078823;FBtr0303994;FBtr0078822,CtsF-RA;CtsF-RB;CtsF-RA;CtsF-RB;CtsF-RA;CtsF-RB;CtsF-RA;CtsF-RB;CtsF-RC;CtsF-RA;CtsF-RA;CtsF-RC;CtsF-RB,CtsF,1655,1754,962,1.727706728,1.79E-11,1
FBgn0032945,FBtr0081517,CG8665-RA,CG8665,150,46,65,-2.209686389,2.00E-11,-1
FBgn0027610,FBtr0082747;FBtr0346113;FBtr0082748;FBtr0346113;FBtr0082747;FBtr0082748;FBtr0346113;FBtr0082747;FBtr0082748,Dic1-RB;Dic1-RC;Dic1-RA;Dic1-RC;Dic1-RB;Dic1-RA;Dic1-RC;Dic1-RB;Dic1-RA,Dic1,1466,1280,716,1.705980825,2.23E-11,1
FBgn0031645,FBtr0336832;FBtr0077391;FBtr0336832;FBtr0077391;FBtr0336832;FBtr0077391;FBtr0336832;FBtr0077391;FBtr0336832;FBtr0077391;FBtr0077391;FBtr0336832;FBtr0336832;FBtr0077391,CG3036-RB;CG3036-RA;CG3036-RB;CG3036-RA;CG3036-RB;CG3036-RA;CG3036-RB;CG3036-RA;CG3036-RB;CG3036-RA;CG3036-RA;CG3036-RB;CG3036-RB;CG3036-RA,CG3036,1327,740,400,2.012151139,2.24E-11,1
FBgn0032453,FBtr0080398,CG6180-RA,CG6180,289,186,191,-1.608666946,2.60E-11,-1
FBgn0259834,FBtr0344324;FBtr0074682;FBtr0344324;FBtr0074682;FBtr0344324;FBtr0074682;FBtr0344324;FBtr0074682;FBtr0344324;FBtr0074682,out-RB;out-RA;out-RB;out-RA;out-RB;out-RA;out-RB;out-RA;out-RB;out-RA,out,600,376,251,2.160163971,2.68E-11,1
FBgn0022355,FBtr0346625;FBtr0074559;FBtr0346625;FBtr0074559;FBtr0346625;FBtr0074559;FBtr0346625;FBtr0074559;FBtr0346625;FBtr0074559,Tsf1-RC;Tsf1-RA;Tsf1-RC;Tsf1-RA;Tsf1-RC;Tsf1-RA;Tsf1-RC;Tsf1-RA;Tsf1-RC;Tsf1-RA,Tsf1,1846,1676,957,-1.82301467,6.09E-11,-1
FBgn0036258,FBtr0076022,eIF3l-RA,eIF3l,2000,1695,1111,1.426187456,6.43E-11,1
FBgn0038795,FBtr0083894,Tmlh-RA,Tmlh,586,311,269,1.801297108,8.39E-11,1
FBgn0053461,FBtr0302528,CG33461-RB,CG33461,134,57,56,4.67356,8.68E-11,1
FBgn0038924,FBtr0084186,CG6028-RA,CG6028,253,159,129,-1.551630854,9.23E-11,-1
FBgn0038509,FBtr0083446,CG14332-RA,CG14332,9,20,15,-3.011039868,1.08E-10,-1
FBgn0028473,FBtr0300649;FBtr0088554;FBtr0300649;FBtr0088554;FBtr0300649;FBtr0088554,Non1-RB;Non1-RA;Non1-RB;Non1-RA;Non1-RB;Non1-RA,Non1,5984,4579,3458,1.275653704,1.08E-10,1
FBgn0029969,FBtr0345982;FBtr0071143,Acat1-RB;Acat1-RA,Acat1,194,85,103,-1.746011034,1.30E-10,-1
FBgn0040660,FBtr0072034;FBtr0072033;FBtr0072034;FBtr0072033;FBtr0072033;FBtr0072034;FBtr0072034;FBtr0072033,CG13551-RB;CG13551-RA;CG13551-RB;CG13551-RA;CG13551-RA;CG13551-RB;CG13551-RB;CG13551-RA,CG13551,666,461,344,-1.510194941,1.31E-10,-1
FBgn0052412,FBtr0077080,QC-RA,QC,230,210,155,2.075426203,1.31E-10,1
FBgn0262366,FBtr0345119;FBtr0304649,CG43064-RB;CG43064-RA,CG43064,332,144,124,2.249316079,1.53E-10,1
