GO.ID,raw.pval,adj.pval,Term,Ontology,Genes,Regulation,Dataset
GO:0003723,0.00031138,0.042005116,RNA binding,MF,"4E-T, Adar, AGO1, AGO2, AGO3, AlaRS, apt, AspRS, aub, B52, barc, bel, bol, brat, bsf, Caper, Capr, caz, Cbp80, CG10038, CG10077, CG10466, CG10909, CG10948, CG11263, CG11360, CG1142, CG11920, CG12129, CG12493, CG13124, CG1316, CG14443, CG31156, CG31957, CG33172, CG3436, CG42360, CG4364, CG4612, CG4866, CG5808, CG6610, CG6701, CG7483, CG9344, CG9705, Clbn, CNBP, Cpsf160, Cpsf5, Cpsf6, Dbp80, DCP2, Dcr-2, DIP1, Dis3l2, Dp1, eEF1alpha1, eEF1beta, eEF1delta, eEF1gamma, eEF2, eEF5, eEFSec, egl, eIF1, eIF1A, eIF2alpha, eIF2beta, eIF2Bgamma, eIF2gamma, eIF3a, eIF3b, eIF3c, eIF3d1, eIF3e, eIF3f1, eIF3g1, eIF3h, eIF3i, eIF3j, eIF3k, eIF3l, eIF3m, eIF4A, eIF4B, eIF4E1, eIF4E3, eIF4E5, eIF4EHP, eIF4G1, eIF4H1, eIF5, eIF5B, elav, eRF1, eRF3, Fmr1, fne, Gem3, glo, hang, Hel25E, heph, HnRNP-K, hoip, how, Hrb27C, Hrb87F, Hrb98DE, hrg, hyd, IleRS, IleRS-m, Imp, Larp4B, lncRNA:roX2, LSm3, LysRS, mahe, mask, mbf1, mbl, MCTS1, me31B, mEFTu1, Mettl14, mod, mRpL20, mRpS11, mRpS5, mRpS7, mRpS9, msi, msk, mTerf3, mub, mxt, NAT1, ncm, Nlp, nonA, nop5, Nop56, Nop60B, Nph, nxf2, Nxf3, P32, pAbp, Pabp2, PAN3, Pep, piwi, Pop5, Prp8, ps, pum, Pur-alpha, qkr58E-3, r2d2, RanGAP, Rbfox1, Rbp1, Ref1, rin, RluA-2, Rm62, roq, Rox8, RpL10Aa, RpL10Ab, RpL11, RpL12, RpL13, RpL13A, RpL14, RpL15, RpL18, RpL19, RpL22, RpL23, RpL24, RpL26, RpL3, RpL30, RpL35, RpL4, RpL5, RpL6, RpL7, RpL7A, RpL8, RpL9, RpLP0, Rpp30, RpS10b, RpS13, RpS14a, RpS14b, RpS15, RpS16, RpS18, RpS19a, RpS2, RpS26, RpS27, RpS3, RpS4, RpS5a, RpS9, Rrp47, rump, Sbp2, sbr, SC35, Sec63, SerRS, SF2, Sf3b3, Sf3b6, shep, Shmt, Slimp, sm, SmD2, Smg6, SNRPG, spoon, sqd, srl, Srp19, Srp54k, Srp9, SrpRalpha, ssx, Su(var)205, su(w[a]), Sxl, Syp, tho2, Tis11, Top2, tral, tRNA:Ala-TGC-2-1, tRNA:Arg-TCG-4-1, tRNA:Cys-GCA-1-2, tRNA:Ile-TAT-1-1, tRNA:Leu-CAA-2-1, tRNA:Leu-CAG-1-1, tRNA:Pro-CGG-3-1, tRNA:Ser-CGA-1-4, tRNA:Ser-TGA-2-1, tRNA:Val-AAC-2-2, Tudor-SN, tut, TyrRS, Unr, vig, vig2, yps, Ythdc1, Ythdf, ytr",Downregulated,OSNs
GO:0003954,0.000111937,0.021571844,NADH dehydrogenase activity,MF,"ND-13B, ND-18, ND-19, ND-20, ND-23, ND-24, ND-39, ND-42, ND-49, ND-51, ND-75, ND-ASHI, ND-B12, ND-B14, ND-B14.5B, ND-B16.6, ND-B17, ND-B17.2, ND-B18, ND-B22, ND-MLRQ, ND-PDSW, ND-SGDH",Downregulated,OSNs
GO:0031386,0.00030538,0.042005116,protein tag,MF,"Atg12, Atg8a, Nedd8, RpL40, RpS27A, Ubi-p5E, Ubi-p63E, ubl, Urm1",Downregulated,OSNs
GO:0003743,9.72E-08,0.000103303,translation initiation factor activity,MF,"CG31957, eIF1, eIF1A, eIF2alpha, eIF2beta, eIF2Bgamma, eIF2gamma, eIF3a, eIF3b, eIF3c, eIF3d1, eIF3e, eIF3f1, eIF3g1, eIF3h, eIF3i, eIF3j, eIF3k, eIF3l, eIF3m, eIF4A, eIF4B, eIF4E1, eIF4E3, eIF4E5, eIF4EHP, eIF4G1, eIF4H1, eIF5, eIF5B, mxt, NAT1",Downregulated,OSNs
GO:0003730,1.95E-07,0.000131536,mRNA 3'-UTR binding,MF,"apt, bol, brat, bsf, CG9705, Cpsf160, Dcr-2, Dp1, Fmr1, heph, how, Hrb27C, Hrb87F, Hrb98DE, Imp, Larp4B, pAbp, pum, Rbfox1, rump, Sbp2, shep, sqd, ssx, Sxl, Tis11, Unr",Downregulated,OSNs
GO:0003735,1.07E-14,2.89E-11,structural constituent of ribosome,MF,"bonsai, cav, CG10602, CG31156, mRpL20, mRpL23, mRpL24, mRpL32, mRpL33, mRpS11, mRpS21, mRpS25, mRpS5, mRpS7, mRpS9, RpL10, RpL10Aa, RpL10Ab, RpL11, RpL12, RpL13, RpL13A, RpL14, RpL15, RpL17, RpL18, RpL18A, RpL19, RpL21, RpL22, RpL23, RpL23A, RpL24, RpL26, RpL27, RpL27A, RpL28, RpL29, RpL3, RpL30, RpL31, RpL32, RpL34a, RpL34b, RpL35, RpL35A, RpL36, RpL36A, RpL37A, RpL38, RpL39, RpL4, RpL40, RpL5, RpL6, RpL7, RpL7A, RpL8, RpL9, RpLP0, RpLP1, RpLP2, RpS10b, RpS11, RpS12, RpS13, RpS14a, RpS14b, RpS15, RpS15Aa, RpS16, RpS17, RpS18, RpS19a, RpS2, RpS21, RpS23, RpS24, RpS25, RpS26, RpS27, RpS27A, RpS28b, RpS29, RpS3, RpS30, RpS3A, RpS4, RpS5a, RpS6, RpS7, RpS8, RpS9, sta",Downregulated,OSNs
GO:0003924,2.32E-05,0.006949583,GTPase activity,MF,"alphaTub84B, alphaTub84D, alphaTub85E, Arl1, atl, betaTub56D, betaTub60D, Cdc42, cta, eEF1alpha1, eEF2, eEFSec, eIF2gamma, eIF5B, eRF3, fzo, Galphai, Galphao, Galphaq, Galphas, Ggamma1, Ggamma30A, Marf, mEFTu1, Mtl, Ns1, Ns2, Opa1, pnut, Rab1, Rab10, Rab11, Rab14, Rab19, Rab2, Rab35, Rab4, Rab5, Rab6, Rab7, Rab8, Rac1, Rac2, RagA-B, Rala, Ran, Rap1, Rap2l, Ras64B, Ras85D, RecQ5, Rheb, Rho1, RhoBTB, RhoU, Sar1, shi, Srp54k, SrpRalpha, SrpRbeta",Downregulated,OSNs
GO:0004364,0.000260436,0.042005116,glutathione transferase activity,MF,"GstD1, GstD10, GstD3, GstD4, GstD6, GstD9, GstE1, GstE11, GstE12, GstE13, GstE2, GstE3, GstE5, GstE6, GstE7, GstO2, GstO3, GstS1, GstT1, GstT2, GstZ1, GstZ2",Downregulated,OSNs
GO:0042600,4.18E-05,0.010815116,egg chorion,CC,"CG1077, CG11381, CG12517, CG12716, CG13084, CG13114, CG13998, CG15570, CG32642, Cp15, Cp16, Cp18, Cp19, Cp36, Cp7Fa, Cp7Fb, Ilp8, Mur2B, psd, Vm26Ac, Vm32E",Upregulated,OSNs
GO:0036157,3.23E-05,0.010441207,outer dynein arm,CC,"CG10859, CG15701, CG1571, CG3339, CG9313, Dhc93AB, Dnai2",Upregulated,OSNs
GO:0005930,0.000257325,0.047531516,axoneme,CC,"BBS1, CG10510, CG10859, CG10958, CG13930, CG14367, CG15701, CG1571, CG30259, CG3339, CG3769, CG6652, CG7131, CG9313, Dhc16F, Dhc62B, Dhc93AB, Dhc98D, Dnah3, Dnai2, Efhc1.1, Efhc1.2, frtz, IFT54, Oseg2, Oseg4, rempA, Rsph4a, Ttc30, TTLL3B",Upregulated,OSNs
GO:0005887,1.10E-16,1.42E-13,integral component of plasma membrane,CC,"5-HT1A, 5-HT1B, 5-HT2A, 5-HT7, ACXD, ACXE, AkhR, Amt, AstC-R2, bdl, beat-IIa, boss, Ca-alpha1T, Cad89D, Cad96Cb, CCAP-R, CCHa1-R, CCHa2-R, CCKLR-17D1, CG10339, CG10738, CG10864, CG11425, CG11426, CG11437, CG11703, CG12290, CG13995, CG1688, CG3216, CG42340, CG42594, CG43373, CG45263, CG5250, CG5404, CG6927, CG9717, CNT1, CNT2, CrzR, Ddr, Dh44-R1, DIP-alpha, DIP-beta, DIP-eta, DIP-gamma, DIP-kappa, DIP-theta, DIP-zeta, Dop1R1, Dop1R2, Dop2R, dpr1, dpr11, dpr13, dpr14, dpr17, dpr2, dpr3, dpr5, dpr8, dpr9, Drl-2, Dscam2, Dscam3, eag, ETHR, fred, GABA-B-R2, GABA-B-R3, GluRIB, Glut3, GlyT, Grd, Grip, Hk, iav, Ir64a, Ir84a, Ir8a, ItgaPS5, kar, kek2, kek3, kek6, kirre, laza, Lgr1, Lgr3, Lgr4, List, mAChR-A, mAChR-B, mAChR-C, Mdr49, MsR1, MsR2, mtt, nAChRalpha1, nAChRalpha2, nAChRalpha3, Nckx30C, Neto, ninaE, Nlg2, Nlg3, Nlg4, Nmdar1, Nmdar2, nompC, NPFR, Nrk, Nrx-1, Oamb, Oatp26F, Oatp33Ea, Oatp33Eb, Oct-TyrR, Octbeta1R, Octbeta3R, Ork1, ort, Osi1, Osi11, Osi12, Osi13, Osi14, Osi15, Osi17, Osi18, Osi19, Osi2, Osi20, Osi21, Osi22, Osi3, Osi4, Osi6, Osi7, Osi8, Pdfr, pHCl-1, pHCl-2, PK1-R, PK2-R1, PK2-R2, ppk12, ppk14, ppk24, ppk3, ppk30, ppk31, ppk6, ppk7, ppk9, Rh2, Rh3, Rh4, Rh6, Rh7, rk, sand, SerT, Shal, Shawl, SIFaR, Sln, smog, sNPF-R, sns, stg1, Task6, Teh3, tipE, TkR86C, TkR99D, Tmc, TrissinR, trp, Trpgamma, trpl, Tsp33B, Tsp42En, Tsp5D, Tsp68C, TyrR, TyrRII",Upregulated,OSNs
GO:0060388,3.23E-05,0.010441207,vitelline envelope,CC,"fs(1)N, psd, Vm26Aa, Vm26Ab, Vm32E, Vm34Ca, Vml",Upregulated,OSNs
GO:0033583,0.000206863,0.044579014,rhabdomere membrane,CC,"boss, inaF-B, ninaC, PIP5K59B, rtp, trp, trpl",Upregulated,OSNs
GO:0062129,3.16E-07,0.00020432,chitin-based extracellular matrix,CC,"Acp65Aa, Ccp84Ac, CG13670, CG15756, CG1850, CG2150, CG34461, CG34462, Cpr23B, Cpr30B, Cpr30F, Cpr35B, Cpr47Ea, Cpr47Ee, Cpr47Ef, Cpr49Aa, Cpr49Ab, Cpr50Ca, Cpr50Cb, Cpr5C, Cpr62Ba, Cpr62Bb, Cpr64Aa, Cpr64Ab, Cpr64Ac, Cpr65Az, Cpr65Ea, Cpr65Eb, Cpr65Ec, Cpr66Cb, Cpr66D, Cpr72Ea, Cpr72Eb, Cpr72Ec, Cpr73D, Cpr76Ba, Cpr76Bb, Cpr76Bc, Cpr76Bd, Cpr92A, Cpr92F, Cpr97Ea, dsx-c73A, Edg78E, Edg84A, Lcp65Aa, resilin, TwdlD, TwdlF, TwdlH, TwdlJ, Vajk1, Vajk4",Upregulated,OSNs
GO:0016272,0.000922079,0.033118019,prefoldin complex,CC,"CG15676, mgr, Pfdn1, Pfdn2, Pfdn4, Pfdn5, Pfdn6",Downregulated,OSNs
GO:0070971,0.000413644,0.017287667,endoplasmic reticulum exit site,CC,"me31B, Rab1, Rab2, Sar1, Sec16, Sec23, Sec24AB, Sec24CD, Sec31, Tango1, Yip1d1",Downregulated,OSNs
GO:0005852,6.28E-06,0.000612733,eukaryotic translation initiation factor 3 complex,CC,"eIF3a, eIF3b, eIF3c, eIF3d1, eIF3e, eIF3f1, eIF3g1, eIF3h, eIF3i, eIF3j, eIF3k, eIF3l, eIF3m, pix",Downregulated,OSNs
GO:0005884,0.000143246,0.007940989,actin filament,CC,"Arp2, CG34417, CG43897, CG6891, cher, dia, Ehbp1, Fim, hts, Mical, Moe, Msp300, pigs, pod1, sqh, Tm1, Tm2, Zasp52, Zasp66",Downregulated,OSNs
GO:0016327,0.000867711,0.032998558,apicolateral plasma membrane,CC,"crb, dlg1, Dlish, ds, ex, ft, Inx2, kst, l(2)gl, Mcr, PGRP-LC, scrib",Downregulated,OSNs
GO:0016328,4.66E-06,0.000547179,lateral plasma membrane,CC,"alpha-Spec, beta-Spec, CG42748, dlg1, hts, Inx3, Mcr, mew, mys, Rab10, RhoGEF2, scrib, vari",Downregulated,OSNs
GO:0070938,0.000355957,0.016920997,contractile ring,CC,"ALiX, Arpc2, chb, cher, Fim, ifc, msn, pnut, RhoGEF2, shrb, sqh, step, zip",Downregulated,OSNs
GO:0005829,2.88E-20,3.72E-17,cytosol,CC,"4E-T, Adh, AGO2, AGO3, Ahcy, Akap200, Akr1B, Ald1, alph, AMPdeam, ApepP, Argl, ari-1, AspRS, Atg8a, Atox1, ave, bel, bic, BicD, Blos3, brat, bun, bur, cact, Cam, CaMKI, Capr, CBP, CCT1, CCT2, CCT3, CCT4, CCT5, CCT6, CCT7, CCT8, cert, Cf2, CG10602, CG10638, CG11151, CG1236, CG12896, CG1307, CG13124, CG1416, CG14207, CG1440, CG1513, CG17292, CG17683, CG17931, CG18662, CG2765, CG2767, CG30392, CG31673, CG31997, CG32147, CG32845, CG3308, CG33947, CG34325, CG3534, CG3902, CG43367, CG4390, CG46385, CG5001, CG5355, CG5446, CG5757, CG6583, CG6701, CG7920, CG8031, CG8353, CG8635, CG9231, CG9331, Chchd2, cher, chico, ci, cib, cin, CkIIalpha, CkIIbeta, cl, Clic, Cpr, cpx, Cse1, cuff, Cul3, CycA, CYLD, Cyp1, Cyt-c-p, Dark, Daxx, deltaCOP, dj-1beta, DnaJ-1, DppIII, Droj2, Dronc, eEF1beta, eEF1delta, eEF2, eIF1A, eIF2alpha, eIF2beta, eIF2Bgamma, eIF2gamma, eIF3a, eIF3b, eIF3c, eIF3d1, eIF3h, eIF3l, eIF3m, eIF4A, eIF4B, eIF4E1, eIF4G1, eIF4H1, eIF5, eIF5B, Eno, eRF1, eRF3, fabp, faf, Fas2, Fas3, Fdh, Fim, Fkbp12, Flo2, fmt, for, foxo, Frl, Gale, galectin, Galk, Gapdh1, Gapdh2, Gdh, Gdi, Got1, Gpdh1, grp, Gyg, heph, Hex-A, HIP-R, HisRS, HPS4, Hsc70-4, Hsp23, Hsp26, Hsp70Ab, Hsp70Bb, Hsp83, hth, Idh, Imp, IRSp53, IscU, janA, Jupiter, Karybeta3, Kr-h1, krz, l(1)G0196, larp, Larp4B, Lk6, lost, Lsd-2, Ltn1, LysRS, mAcon1, mask, mbf1, Mcad, Mdh1, Men, MFS3, mgl, Mi-2, Mical, Mlc1, Moe, Mondo, Mpi, mrj, mRpS11, msk, msn, Naprt, Not1, Not3, Npl4, nudC, Nurf-38, olf413, pAbp, Pax, Pbgs, PDCD-5, Pdcd4, Pdk1, Pfk, Pgant9, Pgd, Pgi, Pgk, Pgm1, PGRP-LE, PIP4K, piwi, pix, Pka-C1, Pkn, Pli, Pmm2, Pngl, poe, Pp2A-29B, PpD3, Prosbeta5, ps, pst, Pten, Ptpmeg2, Rack1, Rad23, Rap1, Rel, REPTOR, Rga, RhoGDI, Rift, rin, rl, rngo, RnrL, RnrS, RpL10, RpL10Aa, RpL10Ab, RpL11, RpL12, RpL13, RpL13A, RpL14, RpL15, RpL17, RpL18, RpL18A, RpL19, RpL21, RpL22, RpL23, RpL23A, RpL24, RpL26, RpL27, RpL27A, RpL28, RpL29, RpL3, RpL30, RpL31, RpL32, RpL34a, RpL34b, RpL35, RpL35A, RpL36, RpL36A, RpL37A, RpL38, RpL39, RpL4, RpL40, RpL5, RpL6, RpL7, RpL7A, RpL8, RpL9, RpLP0, RpLP1, RpLP2, Rpn10, Rpn12, Rpn9, RpS10b, RpS11, RpS12, RpS13, RpS14a, RpS14b, RpS15, RpS15Aa, RpS16, RpS17, RpS18, RpS19a, RpS2, RpS21, RpS23, RpS24, RpS25, RpS26, RpS27, RpS27A, RpS28b, RpS29, RpS3, RpS30, RpS3A, RpS4, RpS5a, RpS6, RpS7, RpS8, RpS9, Rpt3, Rpt4, Rpt6, Rtnl1, S6k, SamDC, sau, scu, Sema1b, Sema2a, SerRS, sgg, shep, Shmt, sima, Smg6, Smox, Smr, Snoo, Spag1, srl, Srp54k, ssx, sta, stai, Stat92E, step, stv, sty, Sxl, Syp, Tailor, Tango6, Thor, Tina-1, Tis11, tkv, Tm1, Tnpo, Top1, Tpi, TppII, Tpr2, tral, tRNA:Ala-TGC-2-1, tRNA:Arg-TCG-4-1, tRNA:Cys-GCA-1-2, tRNA:Ile-TAT-1-1, tRNA:Leu-CAA-2-1, tRNA:Leu-CAG-1-1, tRNA:Pro-CGG-3-1, tRNA:Ser-CGA-1-4, tRNA:Ser-TGA-2-1, tRNA:Val-AAC-2-2, Tsf2, tsr, Tudor-SN, tws, Ubqn, Ubr3, Uck, UGP, Usp10, Usp47, Usp7, vap, Vha55, vig, Vps16A, Wbp2, wdb, yki, zip",Downregulated,OSNs
GO:0033181,0.000152241,0.007940989,plasma membrane proton-transporting V-type ATPase complex,CC,"Vha100-2, Vha13, Vha14-1, Vha16-1, Vha26, Vha36-1, Vha55, Vha68-2, VhaAC39-1, VhaAC45, VhaM9.7-b, VhaPPA1-1, VhaSFD",Downregulated,OSNs
GO:0005832,4.37E-05,0.002977061,chaperonin-containing T-complex,CC,"CCT1, CCT2, CCT3, CCT4, CCT5, CCT6, CCT7, CCT8",Downregulated,OSNs
GO:0070732,0.000153538,0.007940989,spindle envelope,CC,"chb, Lam, LamC, nudE, Pdi, Rab11, vib",Downregulated,OSNs
GO:0032154,6.63E-06,0.000612733,cleavage furrow,CC,"Amph, Arl4, Cen, CG15602, Cip4, dia, Lrch, Moe, nuf, pbl, pnut, Rab1, Rab11, sau, Slik, sqh, step, Synd, Tl, vib, zip",Downregulated,OSNs
GO:0030125,0.001078537,0.037519561,clathrin vesicle coat,CC,"AP-1-2beta, AP-1gamma, AP-1sigma, AP-2alpha, AP-2sigma, CG9132, Chc, Clc, lqf, lqfR",Downregulated,OSNs
GO:0030127,0.000538738,0.021108728,COPII vesicle coat,CC,"Sar1, Sec13, Sec23, Sec24AB, Sec24CD, Sec31",Downregulated,OSNs
GO:0043186,0.000364028,0.016920997,P granule,CC,"AGO3, aub, bel, CG11263, CG6701, eIF4A, Fmr1, Fs(2)Ket, Hrb27C, krimp, me31B, poe, SNRPG, squ, tapas, tej, TER94, Tm1, tral, tud",Downregulated,OSNs
GO:0045169,8.21E-12,2.15E-09,fusome,CC,"alpha-Spec, beta-Spec, Calr, Cdk1, chb, CLIP-190, CycA, Dhc64C, Fer1HCH, hts, Klp61F, l(1)G0320, par-1, Pdi, Rab11, Rtnl1, Sap-r, scrib, Sec61alpha, Sec63, sgg, shot, shrb, Surf4, TER94, tmod, tral, Tsp42Ee, Vha16-1",Downregulated,OSNs
GO:0015629,5.76E-06,0.000612733,actin cytoskeleton,CC,"alpha-Cat, Arp2, Arp3, Arpc1, Arpc2, beta-Spec, CalpA, Cam, CG1674, CG34417, CG43897, CG6891, Chd64, cher, ck, cpa, cpb, dia, Ehbp1, Fim, flr, hts, Ilk, jar, Khc, kst, l(2)gl, Lis-1, Mhc, Mhcl, Mical, Mlc-c, Mlc1, Mlp60A, Mlp84B, Moe, Msp300, Myo31DF, Myo61F, parvin, pigs, pod1, Prm, RhoGEF2, Rok, sals, sn, sqh, Svil, Tm1, Tm2, TpnC25D, tsr, Unc-115a, up, Vinc, wupA, Zasp52, Zasp66, zip, Zyx",Downregulated,OSNs
GO:0016442,9.27E-05,0.005706053,RISC complex,CC,"AGO1, AGO2, bel, Dcr-2, Fmr1, gw, r2d2, Tudor-SN, vig",Downregulated,OSNs
GO:0045177,0.000500937,0.020240967,apical part of cell,CC,"alpha-Spec, arm, Arpc2, ATP6AP2, bbg, brat, btsz, Cad74A, Cad96Ca, Cdc42, CG10939, CG6398, cher, ck, conu, corn, cpa, crb, dally, Desi, dia, dlg1, Dlish, ens, ex, Fas2, Fim, Galphai, Grasp65, Inx2, kkv, kst, Mcr, mew, mgl, Moe, Mvl, Nhe2, nuf, par-6, pio, Pkn, pot, Psn, Ptp10D, pyd, Rab35, reb, rho, Rho1, RhoGEF2, Rok, sas, scaf, scb, Schip1, sdk, sds22, sktl, Slc45-1, sqh, Stat92E, sty, Tmem63, tyn, uif, Vinc, wat, wun, Zasp52, zip, zye",Downregulated,OSNs
GO:0010494,0.000414476,0.017287667,cytoplasmic stress granule,CC,"Dbp80, Fmr1, me31B, pAbp, Rbfox1, rin, roq, Sec16, ssx, Sxl",Downregulated,OSNs
GO:0000221,0.000922079,0.033118019,"vacuolar proton-transporting V-type ATPase, V1 domain",CC,"Vha14-1, Vha26, Vha36-1, Vha44, Vha55, Vha68-2, VhaSFD",Downregulated,OSNs
GO:0048471,3.48E-05,0.002502729,perinuclear region of cytoplasm,CC,"AGO1, alphaTub84B, alphaTub84D, Arl8, ben, Chc, cher, chic, Cnx99A, cuff, Cul2, Diap1, dlg1, Fhos, GMF, Gp93, gus, Hsp83, klar, koi, krimp, l(2)efl, Mapmodulin, mbl, msk, Msp300, nuf, Past1, Pdi, Plod, Psn, Rab11, RanGAP, sqh, svr, tapas, Vha55",Downregulated,OSNs
GO:0005925,1.95E-05,0.001485927,focal adhesion,CC,"Actn, by, CG34325, Fak, if, Ilk, Itgbn, kug, mew, mys, parvin, Pax, rhea, scb, stck, Vinc, Zasp52, Zyx",Downregulated,OSNs
GO:0005918,1.10E-06,0.000157886,septate junction,CC,"Atpalpha, bark, bbg, CG45049, CG6398, Cont, cora, dlg1, Fas3, Gli, kune, l(2)gl, Lac, Mcr, Mdr65, Nrg, nrv2, Nrx-IV, scrib, sinu, Tsf2, vari, wun",Downregulated,OSNs
GO:0005793,5.82E-05,0.003763761,endoplasmic reticulum-Golgi intermediate compartment,CC,"alphaCOP, bai, CG31787, CG5510, CHOp24, eca, ergic53, gammaCOP, Gnpnat, loj, NUCB1, p24-1, Sec22, Trs31",Downregulated,OSNs
GO:0005938,7.76E-07,0.000125427,cell cortex,CC,"alpha-Spec, AnxB9, Arpc2, Arv1, Axs, beta-Spec, brat, Bsg, CD98hc, Cdc42, CG6398, CG6891, chb, Chc, cher, chic, chico, ck, Clc, conu, corn, cv-c, Dhc64C, dia, dlg1, Dlish, Dok, drongo, Dys, ed, Ehbp1, Fim, flr, Galphai, Grasp65, gus, jar, Khc, Klp10A, l(2)gl, Lis-1, Lrch, Moe, msk, msn, Myo31DF, Myo61F, nuf, numb, par-1, par-6, pbl, Pkn, pnut, Psn, Rab35, Rab5, Rab7, Rac1, Rac2, Ran, Rho1, RhoBTB, RhoGEF2, Rok, sbm, scrib, Sec10, shg, sktl, Slik, sqh, step, Syp, Tm1, tmod, unc-13, yki, zip",Downregulated,OSNs
GO:0022625,6.41E-20,4.14E-17,cytosolic large ribosomal subunit,CC,"RpL10, RpL10Aa, RpL10Ab, RpL11, RpL12, RpL13, RpL13A, RpL14, RpL15, RpL17, RpL18, RpL18A, RpL19, RpL21, RpL22, RpL23, RpL23A, RpL24, RpL26, RpL27, RpL27A, RpL28, RpL29, RpL3, RpL30, RpL31, RpL32, RpL34a, RpL34b, RpL35, RpL35A, RpL36, RpL36A, RpL37A, RpL38, RpL39, RpL4, RpL40, RpL5, RpL6, RpL7, RpL7A, RpL8, RpL9, RpLP0, RpLP1, RpLP2",Downregulated,OSNs
GO:0022627,8.33E-12,2.15E-09,cytosolic small ribosomal subunit,CC,"mRpS11, RpL40, RpS10b, RpS11, RpS12, RpS13, RpS14a, RpS14b, RpS15, RpS15Aa, RpS16, RpS17, RpS18, RpS19a, RpS2, RpS21, RpS23, RpS24, RpS25, RpS26, RpS27, RpS27A, RpS28b, RpS29, RpS3, RpS30, RpS3A, RpS4, RpS5a, RpS6, RpS7, RpS8, RpS9, sta",Downregulated,OSNs
GO:0005768,0.001325205,0.042837247,endosome,CC,"ALiX, AP-1gamma, CG13784, CG30423, CG31729, CG33096, CG5498, CG5608, CG6707, CG9067, ClC-b, ClC-c, dbr, ed, EMC5, Evi5, Fas3, fz, fz2, gzl, HPS4, Ist1, Lamp1, lqf, lqfR, lt, mon2, mop, Mvl, N, Nct, nuf, Osi23, Past1, Pi3K68D, PIP4K, Psn, Pten, Rab10, Rab11, Rab14, Rab19, Rab35, Rab4, Rab5, Rab7, Rab8, RagA-B, rho, Rme-8, Sap-r, scaf, Scamp, serp, shg, shrb, Snx3, Snx6, sona, spin, Syx7, tkv, Tl, Trs20, Trs31, Tsf1, Tsf2, TSG101, uif, Vamp7, Vha100-1, Vha55, VhaAC39-1, Vps11, Vps13, Vps16A, Vps24, Vps26, Vps35, Vps4, Vps50, Vps52, Vps60, Wdfy2, yki",Downregulated,OSNs
GO:0000791,0.001458849,0.04600713,euchromatin,CC,"akirin, Bap60, G9a, jumu, mu2, Nup153, piwi, Rel, row, Set1, Su(var)205, Top1, Trl",Downregulated,OSNs
GO:0005750,0.000379512,0.016920997,mitochondrial respiratory chain complex III,CC,"Cyt-c1, ox, RFeSP, UQCR-11, UQCR-11L, UQCR-6.4, UQCR-C1, UQCR-C2, UQCR-Q",Downregulated,OSNs
GO:0005751,8.96E-06,0.000772392,mitochondrial respiratory chain complex IV,CC,"COX4, COX4L, COX5A, COX5B, COX6B, COX7A, COX7AL, COX7C, cype, levy, ND-MLRQ",Downregulated,OSNs
GO:0030018,1.98E-10,4.27E-08,Z disc,CC,"Actn, Ald1, bsf, bt, CG14207, CG1674, CG43897, cher, Dg, Gapdh1, Gpdh1, Hsc70-4, kon, l(2)efl, mask, mbl, Mlp60A, Mlp84B, Msp300, Pgk, Psn, rhea, RyR, sls, STUB1, stv, tn, Tpi, Zasp52, Zasp66, zip, zormin",Downregulated,OSNs
GO:0140534,0.000367315,0.016920997,endoplasmic reticulum protein-containing complex,CC,"ATPsynbeta, ATPsyndelta, ATPsyngamma, blw, CG1598, CG33303, CG33774, CG34293, CG8860, CG9662, Dad1, Der-1, EMC1, EMC10, EMC2A, EMC5, GCS2beta, ghi, Hrd3, Hsc70-3, Ire1, kud, lace, Ost48, OstDelta, Ostgamma, PIG-Q, PIG-U, Sec61alpha, Sec61beta, Sec61gamma, Sec63, Spase22-23, Spase25, SrpRalpha, SrpRbeta, Stt3A, Stt3B, sun, twr",Downregulated,OSNs
GO:0005747,2.37E-08,4.38E-06,mitochondrial respiratory chain complex I,CC,"ND-13A, ND-13B, ND-15, ND-18, ND-19, ND-20, ND-23, ND-24, ND-39, ND-42, ND-49, ND-51, ND-75, ND-ACP, ND-AGGG, ND-ASHI, ND-B12, ND-B14, ND-B14.5B, ND-B14.7, ND-B16.6, ND-B17, ND-B17.2, ND-B18, ND-B22, ND-MLRQ, ND-MWFE, ND-PDSW, ND-SGDH, NP15.6",Downregulated,OSNs
